fraud_bool,income,name_email_similarity,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,month
0,0.1,0.5970889457196854,36.0,20,0.0180304625419681,-1.4007897779855063,AB,1011,3751.9468376143536,5544.501352354099,4639.0351565869705,26,14,CA,118.0,1,BE,0,1,0,200.0,0,INTERNET,3.925630379829109,other,1,1.0,3
0,0.1,0.9959721227252332,98.0,20,0.0183884528077355,-0.8624563440372951,AC,514,4206.761306290461,2434.236532450441,3444.8818542798736,0,4,CA,104.0,0,BC,0,1,0,200.0,0,INTERNET,1.2325696403663409,linux,1,1.0,7
0,0.6000000000000001,0.0853673819606085,378.0,30,0.0187024701382236,35.224760806336825,AA,856,4625.09572981757,5041.177285575419,5574.656999149847,43,12,CA,55.0,1,BE,1,1,0,200.0,0,INTERNET,1.8003439287114669,linux,1,1.0,1
0,0.8,0.0817640164149603,163.0,30,0.0382839651771197,52.68439590620646,AA,2171,7470.3516792970895,5817.909740753487,5079.046312101675,0,9,CA,114.0,1,BE,0,1,1,200.0,0,INTERNET,6.353065268392927,macintosh,0,1.0,2
0,0.8,0.2253400669871673,0.0,20,0.0194093272314989,22.31598943636311,AA,1865,2388.9973687528186,3260.900506833419,3906.844171976426,13,10,CA,85.0,0,BB,1,1,0,200.0,0,INTERNET,9.684122703624483,linux,1,1.0,6
0,0.1,0.4700714614393724,108.0,20,0.0183414031574096,-0.9469090394969546,AC,1477,3839.9353833760633,4111.51216215556,5042.556760208122,1,8,CA,183.0,0,BC,0,1,1,500.0,0,INTERNET,3.4721390480436654,windows,0,1.0,4
0,0.1,0.5579473704817558,48.0,20,0.0103983968262964,-0.3112967961960756,AC,1277,4529.570274965113,4006.0727303772105,5038.585467250116,1,11,CA,92.0,1,BE,0,1,0,200.0,0,INTERNET,3.80601874825624,other,1,1.0,3
0,0.2,0.6949139124864904,73.0,20,0.0084377694593062,-1.5709556637542803,AC,1045,9152.061609397128,5789.814983482547,5452.999008079331,1,12,CA,57.0,1,BE,0,1,0,200.0,0,INTERNET,30.37374839672613,linux,0,1.0,2
0,0.2,0.6841858939327159,27.0,50,0.0295092924847498,-1.0293428162623095,AB,1411,775.6335470097551,2556.914230096192,4266.191565795386,19,6,CA,204.0,0,BA,0,1,0,1500.0,0,INTERNET,2.074420367491748,windows,0,1.0,4
0,0.2,0.2200711207216116,93.0,30,0.0331497215989224,-1.3947413481029909,AB,495,5588.551670440048,4622.641064122852,4381.041766074552,770,15,CA,139.0,0,BA,0,1,0,1000.0,0,INTERNET,1.6148050318654188,windows,1,1.0,4
0,0.7000000000000001,0.2262198207113805,77.0,40,0.0105536084506712,48.84679155454629,AA,933,8095.856577104168,6215.246520096268,6596.518250694989,38,5,CF,49.0,1,BC,1,0,0,200.0,0,INTERNET,6.2310332523375225,other,1,1.0,0
0,0.9,0.7202751034099942,47.0,40,0.0255748125647049,-0.7076331466209289,AB,1124,814.9395373193016,3135.137821054264,3039.695079584324,7,6,CA,211.0,0,BC,0,1,1,1500.0,0,INTERNET,7.989058793301281,windows,1,1.0,7
0,0.9,0.1693954824317453,34.0,20,0.0048851677872229,-1.0309147395824316,AB,5092,6906.972720601358,4405.555097354843,6700.811432249796,176,19,CB,56.0,1,BE,0,1,0,200.0,0,INTERNET,9.244416048352369,linux,1,1.0,0
0,0.1,0.8706704704729352,5.0,30,0.0082147674389541,-0.4858739768964697,AB,514,4714.285591962372,1708.5666501955286,3181.8963085647606,5,9,CA,233.0,1,BD,0,1,0,990.0,0,INTERNET,20.88372638262161,windows,0,1.0,7
0,0.4,0.6291567388332937,77.0,30,0.0292987834654703,-0.9296168379982416,AD,841,8803.976241991855,5758.115236715164,5114.137632084412,31,13,CA,85.0,1,BB,0,1,0,200.0,0,INTERNET,4.300158414948236,other,1,1.0,2
0,0.5,0.7075620220481408,23.0,20,0.0083345135765914,-1.3183835460392328,AB,1559,7876.571625734178,6427.772423258208,6434.9393365425485,5,16,CA,144.0,1,BC,1,1,0,200.0,0,INTERNET,6.651153863565031,other,0,1.0,0
0,0.4,0.4610219807856568,48.0,30,0.0097392940832334,22.18868752148112,AA,1589,4301.692452531731,6169.606038095921,5273.472635212434,27,14,CA,50.0,1,BC,0,1,1,200.0,0,INTERNET,0.6997661974728671,windows,1,1.0,1
0,0.6000000000000001,0.8253053232722203,51.0,20,0.0178006207722705,-0.8397558271325445,AB,644,8196.565032034327,8869.809510109573,4989.305917189305,1791,5,CE,127.0,0,BE,0,1,0,200.0,0,INTERNET,2.016517271032596,linux,1,1.0,3
0,0.9,0.1767848796176593,85.0,20,0.0201026277006726,-0.27437620480628,AC,2831,6848.684265095015,4491.087753220445,5394.605435285062,1,16,CA,45.0,0,BB,0,1,0,500.0,0,INTERNET,8.250401172298046,other,1,1.0,2
0,0.9,0.1192187475447594,28.0,40,0.0173095136734191,-1.3551269003018531,AB,3205,7666.159187853023,6840.654419150571,4706.894391826994,8,3,CA,144.0,1,BC,1,0,0,200.0,0,INTERNET,1.7953667063866443,linux,1,1.0,3
0,0.9,0.4321131393525859,9.0,30,0.4973377143123692,14.755080439881633,AA,1138,9245.481624052616,7122.814355019089,5565.241444947846,3,6,CB,194.0,0,BA,0,0,1,1500.0,0,INTERNET,17.65658778332525,other,0,1.0,1
0,0.7000000000000001,0.5040372900168474,73.0,30,0.0110250351933583,-0.3617674662843972,AB,1177,3933.0974591212566,2889.1029980932067,4742.403162415507,9,6,CA,95.0,1,BE,1,0,0,200.0,0,INTERNET,8.489111010939329,macintosh,1,1.0,3
0,0.9,0.1413256527420062,0.0,50,24.065207680543708,29.883940517175706,AC,750,2231.030793591992,2519.9407055569845,3734.014573933601,39,5,CE,238.0,0,BC,0,1,0,200.0,0,INTERNET,7.650120164291272,other,0,1.0,6
1,0.8,0.3311970376408564,201.0,50,0.0037814199196776,34.076983679103755,AB,3162,8325.516991153407,4300.122663825603,4922.152136625106,13,3,CA,108.0,1,BA,0,0,0,200.0,0,INTERNET,5.023722900656667,linux,0,1.0,4
0,0.6000000000000001,0.4906957411203416,37.0,20,0.0382872730904067,48.86112040295543,AA,1047,10943.473796133594,7439.674860441849,6731.557998103211,1,14,CF,85.0,0,BD,0,1,0,200.0,0,INTERNET,1.98058591156297,linux,1,1.0,0
0,0.9,0.0360495301916341,18.0,40,0.033386736981159,-0.4851721555256576,AB,945,6643.104777728648,3773.261594105005,4736.51099025241,226,7,CA,197.0,0,BC,1,0,0,200.0,0,INTERNET,2.412719774859558,windows,0,1.0,3
0,0.9,0.3359259954069252,84.0,30,0.0184377465360879,-0.9574278265441942,AC,409,3664.0180536129433,2454.6300106169588,3083.8682397552056,1,4,CA,178.0,1,BB,0,1,0,990.0,0,INTERNET,15.796854575299951,linux,0,1.0,7
0,0.9,0.3579464364612009,122.0,50,0.0008766717007441,24.88502168855493,AA,991,8548.358208528247,5661.438265625125,4256.027738900648,1,13,CA,226.0,1,BA,1,1,1,500.0,0,INTERNET,18.71373327375781,linux,1,1.0,5
0,0.1,0.4750889099482366,8.0,30,0.0173315664286661,-1.1237428558351774,AB,1278,8279.61996940516,4096.741186652395,4631.319046891436,17,10,CA,306.0,1,BA,0,1,0,1500.0,0,INTERNET,3.6998692159794784,linux,1,1.0,4
0,0.3,0.4236309496468769,9.0,40,19.047092806943034,-0.3345572192605514,AC,2276,6207.472645108092,5096.651603261374,5158.803068681772,0,20,CD,77.0,0,BB,0,1,0,200.0,0,INTERNET,4.334721495332911,linux,0,1.0,2
0,0.6000000000000001,0.5002831829308167,46.0,30,0.0223038354297615,50.58141074827918,AA,1543,6404.056253280415,6746.502449299192,5620.863158671161,2,12,CA,122.0,1,BC,0,1,1,1000.0,0,INTERNET,9.943177527591322,linux,0,2.0,2
0,0.8,0.1569548750599629,78.0,40,0.0195922470757728,-0.9121133661683042,AB,393,6536.0828687554085,3469.4005903119787,4252.061008704147,1483,10,CA,185.0,0,BC,0,1,1,200.0,1,INTERNET,12.234279952593653,windows,0,1.0,6
0,0.6000000000000001,0.9047948120119336,37.0,50,0.0394028676548522,-1.3322033801832176,AB,741,6886.610888614136,5582.723539854594,5100.457787454425,207,6,CA,138.0,0,BB,1,1,1,1500.0,0,INTERNET,6.640099320957796,windows,0,1.0,3
0,0.6000000000000001,0.8944026324392831,0.0,40,0.0161095776169332,-0.7505183679920627,AA,708,881.948630586738,3531.929350985692,4977.851203521585,40,10,CA,200.0,0,BC,0,1,0,2000.0,0,TELEAPP,2.8796293057769327,other,0,1.0,3
1,0.3,0.2079675966097177,168.0,30,0.0291532061789633,32.64318380704969,AA,1332,3674.760361441801,5776.217510439969,6275.30017435349,11,7,CA,172.0,1,BD,0,1,0,1000.0,0,INTERNET,9.998809951527416,linux,1,1.0,0
0,0.6000000000000001,0.4476746102981688,330.0,20,0.0014850496609657,36.20895528485208,AA,2507,7561.546353269582,6715.747956915125,6721.15438271649,1502,14,CA,67.0,0,BA,1,1,1,1500.0,0,INTERNET,5.448181732493959,other,1,1.0,0
0,0.1,0.7654281426950699,223.0,50,0.0005553657042268,-0.7458507202202006,AB,2621,7587.99356445908,4287.168501758471,5640.505025445144,13,5,CA,85.0,0,BE,1,1,0,990.0,0,INTERNET,2.3284156215129075,windows,1,1.0,1
1,0.9,0.8051999458518453,94.0,40,0.0101931809027531,29.195520780075608,AA,1773,8868.860824165764,7016.936654070487,6766.1638621950415,1404,6,CB,30.0,1,BA,0,1,0,1500.0,0,INTERNET,60.53134519455272,windows,1,1.0,0
0,0.2,0.8795209633367325,114.0,20,0.0461870712188823,-1.193271548674949,AC,3450,7061.662257984607,5323.850796260984,5090.300148038383,0,13,CF,55.0,0,BB,1,0,0,200.0,0,INTERNET,6.5540535282303205,other,0,1.0,3
1,0.9,0.5279110723405018,8.0,30,0.0007273382512146,-1.7375944231128169,AC,895,1915.8397329136567,6564.820007138572,4919.027574373433,1,20,CC,174.0,1,BB,0,1,0,200.0,0,INTERNET,50.76534593660725,x11,0,1.0,3
1,0.1,0.2397241991393755,80.0,50,0.0204929032647925,-0.9333011536587892,AB,788,11100.865479495047,5015.9669646222055,3875.151686140933,8,5,CA,64.0,1,BE,0,1,0,200.0,0,INTERNET,6.135947165182903,linux,0,1.0,2
1,0.8,0.7078592941988188,33.0,30,0.0062400990127426,-0.3910403697685672,AB,1187,9139.165154843156,5873.262470228728,5915.463157588899,13,16,CA,253.0,1,BA,0,1,0,1500.0,0,INTERNET,4.228128259469698,linux,0,1.0,0
0,0.6000000000000001,0.912020754162768,184.0,50,0.0039210224292773,26.26670520226188,AD,5391,8559.332946386408,8929.615334421083,5556.654610082713,11,4,CA,160.0,1,BA,0,1,0,1500.0,0,INTERNET,15.476622635347464,windows,1,1.0,2
0,0.2,0.7151078338801241,110.0,50,0.0381426885012401,-1.4206363468249668,AB,1386,6633.339988830317,4757.934109875265,5526.028293781285,947,7,CC,110.0,1,BC,0,1,0,200.0,0,INTERNET,11.407246831586493,windows,1,1.0,1
1,0.9,0.1657297850261486,45.0,40,0.0046590654166846,-0.9293719154734849,AC,1730,6627.757087086696,5706.813288614814,4637.089160748941,0,9,CA,319.0,0,BA,0,1,1,1500.0,0,INTERNET,1.366364279355833,windows,0,1.0,3
0,0.8,0.8549547777881311,10.0,40,0.0117226726505049,-0.9000756078580486,AB,1087,957.4329050336436,3385.6435676538813,4808.606236977779,3,5,CA,69.0,0,BC,0,1,1,500.0,0,INTERNET,1.2829835951406756,other,1,1.0,4
1,0.9,0.1571452241717252,154.0,50,0.0218790424028129,-0.9798648382568802,AD,1056,5484.520943324495,3007.221605792826,4127.687984899488,17,2,CA,264.0,1,BA,0,0,0,1500.0,0,INTERNET,2.5571134231932806,windows,1,1.0,5
0,0.8,0.3998448179196987,17.0,40,0.0108210506530963,-1.2892156221584636,AC,3592,3238.061805552936,4245.065048492581,3867.9756974332536,0,12,CF,79.0,0,BD,0,1,0,200.0,0,INTERNET,7.3040925041427105,linux,1,1.0,4
0,0.1,0.887123586385181,120.0,10,0.0136666086868253,-1.1208081335404565,AB,985,10262.169778689738,5870.826429605608,5150.072704863027,2062,8,CA,183.0,0,BE,0,1,0,1500.0,0,INTERNET,5.080636298186487,macintosh,1,1.0,3
0,0.2,0.0829566786315148,33.0,70,0.0393347941117338,-1.133939268764054,AB,1230,779.1890954853583,2631.4791683499648,4049.661677973556,14,8,CC,54.0,0,BC,0,1,0,200.0,0,INTERNET,4.195006218663977,linux,0,1.0,7
0,0.8,0.7250747501954541,28.0,20,0.0023924910333126,-1.0698520896730903,AB,136,9547.611097081335,5926.275588885,5072.648498372478,34,12,CA,160.0,0,BB,0,1,0,500.0,0,INTERNET,12.805302092630818,other,0,1.0,0
0,0.4,0.1528345236875215,53.0,40,0.0046215203583608,-1.3419746189946071,AB,1686,5923.071056274222,3290.30764183268,4156.539473534901,7,2,CA,291.0,1,BC,0,1,1,1500.0,0,INTERNET,10.292974623548034,linux,0,1.0,5
0,0.2,0.4222037343324117,376.0,30,0.0115534203913715,-1.0094809964963969,AB,1248,4768.721923286673,3180.8271137556085,4263.279194144428,912,18,CA,107.0,0,BA,0,1,1,200.0,0,INTERNET,1.4940468451788171,windows,1,1.0,4
0,0.7000000000000001,0.7609460008709386,49.0,40,0.0115950433501294,50.18493790735212,AA,664,7653.828074947021,5427.7742042056925,6008.425709132574,453,27,CA,36.0,1,BC,0,1,0,200.0,0,INTERNET,6.664865551385359,other,1,1.0,0
0,0.7000000000000001,0.2110888443414705,80.0,20,0.0062733295259249,-1.641632038712142,AB,3039,2180.238425645639,3366.077456600849,4223.094089336303,0,9,CB,84.0,1,BB,1,0,0,200.0,0,INTERNET,1.6583913104056618,linux,1,1.0,5
0,0.2,0.4648181306031941,21.0,30,0.0088941311306303,-1.1133326623881463,AC,1972,7952.5027165987485,6775.329661699345,5164.127726877327,2,9,CA,149.0,1,BC,0,1,1,500.0,0,INTERNET,5.4245536374187004,linux,1,1.0,3
0,0.9,0.1782508456052959,19.0,60,0.0083244386686499,-1.4407570191122478,AB,964,3545.7045837689275,2690.6184210956976,4166.903934161847,9,2,CA,132.0,1,BC,1,1,1,200.0,0,INTERNET,15.790853353324517,windows,0,1.0,5
0,0.7000000000000001,0.9085608411983754,261.0,60,0.0218005136266658,-1.6957198881668212,AB,1682,300.4245497206612,3383.9874907468616,5013.431396768642,8,1,CA,295.0,0,BA,1,1,0,1500.0,0,INTERNET,8.043929756955595,windows,0,1.0,3
0,0.1,0.0077377770575329,50.0,50,0.0215146103255759,-0.6297934825978124,AC,350,4887.2829112886575,3772.937841795295,3179.494596394745,0,4,CF,120.0,0,BB,1,1,1,200.0,0,INTERNET,7.164713557739764,windows,0,1.0,7
0,0.2,0.1123824635123252,7.0,40,0.0010444458372057,-1.0899622169340264,AB,5328,8764.942167145698,5742.090517869887,6698.593746824995,91,15,CB,205.0,1,BC,0,1,0,1500.0,0,INTERNET,3.804215100687769,windows,1,1.0,0
0,0.9,0.8749127205997866,12.0,30,0.0179686081203961,-0.7840613908054143,AC,423,3503.221049457269,2973.0556520810405,4228.8159771989285,0,5,CA,142.0,0,BC,0,1,0,200.0,0,INTERNET,2.912182278906503,macintosh,1,1.0,6
0,0.1,0.0467540363711005,23.0,30,69.14540000845497,-1.5206551933047772,AD,1554,6515.735712535276,5775.135402398313,5875.420995940883,39,15,CA,62.0,1,BC,0,1,0,200.0,0,INTERNET,6.0839172523030856,other,1,1.0,0
0,0.6000000000000001,0.8032807061425028,47.0,30,0.0190567709327686,37.0445673767688,AA,1800,6679.428655698936,5178.173794323223,5318.004466167598,44,6,CA,-64.0,0,BC,1,1,1,200.0,0,INTERNET,14.303210760563724,linux,0,1.0,1
1,0.8,0.2328772558339067,33.0,60,0.0317697817567347,-1.3199891915915851,AB,1284,7506.396903866224,5575.276890051097,6601.560900152771,19,2,CC,53.0,1,BC,0,1,0,200.0,0,INTERNET,6.7113840259710775,windows,0,1.0,0
0,0.6000000000000001,0.2840380729116027,89.0,30,0.0040638770735675,-1.6517248728115748,AC,2412,6376.94541340479,4505.9477072329,4871.35384270435,1,13,CA,225.0,1,BA,0,1,1,1000.0,0,INTERNET,3.616820142313401,macintosh,0,1.0,3
0,0.1,0.171331561450183,34.0,20,0.0159906699872454,51.008235198180046,AA,2334,4867.492613760324,4991.498165859035,4141.774538646691,1,12,CB,147.0,1,BC,0,1,0,200.0,0,INTERNET,6.035506084141336,other,0,1.0,5
0,0.6000000000000001,0.8733553273083755,3.0,20,0.0167919276967162,-1.2826154666361294,AB,3497,1380.9429082475524,5986.380723612701,4937.8962738553255,11,16,CA,106.0,1,BC,0,1,0,500.0,0,INTERNET,23.72876908702877,windows,0,1.0,4
0,0.9,0.4785299731699378,44.0,30,0.0021650109617255,-0.8055539923119429,AB,3776,2754.5606877056925,5641.015315282249,5316.027135305835,1,20,CA,95.0,0,BB,0,1,1,200.0,0,INTERNET,4.889479099195351,other,1,1.0,1
0,0.3,0.8747635398638276,18.0,30,0.0037745732990557,-0.6685056526718584,AC,1368,6778.7110271336205,6167.938071708435,4837.3299716951615,1,13,CA,80.0,0,BC,0,1,0,1000.0,0,INTERNET,4.468158565093456,other,1,1.0,4
0,0.1,0.5248408192734152,25.0,20,0.0152413435556395,-0.6379583586605839,AB,1319,5411.1528914276205,4523.756066510705,4804.020825846837,35,14,CA,331.0,1,BC,0,1,1,1000.0,0,INTERNET,16.88980521731539,linux,0,1.0,3
0,0.1,0.3886364955552033,33.0,30,0.0293081866050976,-0.7111130277271602,AB,1921,7637.429301809185,4818.679014018283,5527.388800517284,15,19,CA,25.0,1,BB,0,1,0,200.0,0,INTERNET,10.916999514745529,other,1,1.0,2
0,0.1,0.7906475945411502,5.0,30,0.0378117128606503,-0.889322964400309,AB,387,3685.304400373201,3005.0342504371824,4338.420042129158,9,11,CA,95.0,1,BB,0,1,0,200.0,0,INTERNET,4.230284224847623,other,1,1.0,6
0,0.4,0.0766156893706196,364.0,40,0.0083343524956543,-0.98030630617703,AB,1025,5457.113440622892,3480.743639598304,3155.9515826292627,13,3,CB,198.0,1,BA,1,1,1,200.0,0,INTERNET,3.6841365090308833,linux,0,1.0,7
0,0.1,0.5418524113427347,23.0,20,0.0125381397756032,-1.5608295696780234,AD,885,1577.8551804872714,2961.5307573566083,3097.893342035563,6,10,CA,117.0,1,BE,1,1,0,200.0,0,INTERNET,4.160004643089361,windows,0,1.0,7
1,0.8,0.5038485537271884,37.0,50,0.0033899325756238,-1.3301651980454623,AC,1065,6360.301272437113,2301.223460883541,4120.148609272685,0,5,CA,314.0,1,BB,1,1,0,1000.0,0,INTERNET,1.9680606979975568,windows,1,1.0,6
0,0.2,0.7708428813647571,27.0,30,0.017067460433019,-0.8387441881811158,AB,1174,3718.5501778881694,3558.071994416483,5129.127095116248,6,16,CA,174.0,0,BC,1,1,1,1000.0,0,INTERNET,5.073757301301876,macintosh,1,1.0,3
0,0.6000000000000001,0.0794086309361518,240.0,30,0.0281500321631504,-1.1727719053983643,AB,1321,8665.59657472942,3505.2728538615943,4736.167557919636,139,10,CA,132.0,1,BA,1,0,0,200.0,0,INTERNET,4.28692809792953,other,0,1.0,3
0,0.2,0.6796734053566361,35.0,20,0.0173742136117971,-1.669749494187407,AB,2053,9965.618510176342,6726.452930688595,5486.208683347556,1785,13,CA,83.0,1,BE,1,1,0,200.0,0,INTERNET,2.4839803998252163,other,1,1.0,1
0,0.1,0.1985112571066203,20.0,20,0.0059851502155828,-0.1846750334552181,AD,1265,3720.762239202995,3555.9208891074104,3119.2195344667302,781,8,CE,177.0,1,BE,0,1,1,200.0,0,INTERNET,2.842555467497148,other,1,1.0,7
0,0.6000000000000001,0.4872367451707999,10.0,40,0.0087762032641155,-0.2791747408966432,AB,1294,12166.834250460544,4941.672623970119,5189.502732289862,9,14,CA,231.0,1,BB,0,0,0,1500.0,0,INTERNET,5.160823642849419,other,0,1.0,2
1,0.1,0.608075796957425,137.0,70,0.0214742783583916,-0.8904957483877004,AB,1332,8124.594187227805,6112.010300040412,5111.731953134512,4,5,CA,130.0,0,BA,0,1,0,200.0,0,INTERNET,2.1773109341329726,windows,1,1.0,2
0,0.4,0.2496573730360232,185.0,40,0.029542763896798,-0.938532170303597,AB,389,9953.80639746226,6264.084169636333,6631.862199457337,14,4,CA,153.0,1,BC,1,0,0,200.0,0,INTERNET,3.8284643589145504,windows,1,1.0,0
0,0.6000000000000001,0.2285675745165668,13.0,20,0.0015125228427934,-1.3022505074019577,AC,1060,5992.919530167186,3453.294917424241,4885.591990300428,0,12,CA,160.0,0,BB,0,1,0,200.0,0,INTERNET,1.8966804935953268,linux,0,1.0,4
0,0.8,0.9494455432456484,143.0,40,0.027383411133093,-0.7068502596597026,AB,2865,1486.0164295422196,4651.476244685996,4374.677651086728,17,7,CA,213.0,1,BA,1,0,1,1500.0,0,INTERNET,2.764990714498369,windows,1,1.0,4
0,0.1,0.2202347996842879,89.0,40,0.020594158393503,-1.3715389955236583,AB,1049,1392.755667964234,7238.24649506562,6271.91030411112,47,5,CF,190.0,1,BB,1,0,1,200.0,0,INTERNET,3.3978166916488743,linux,1,1.0,6
0,0.2,0.2783531687371168,5.0,20,0.0155688787077273,-1.7346295337501674,AB,1838,2922.428813062901,6073.7187364372485,5532.200369941051,1,15,CA,82.0,1,BC,0,1,0,200.0,0,INTERNET,1.637185917355958,linux,1,1.0,2
1,0.3,0.1045644895149102,153.0,50,0.0231057764371742,-1.2713475512800163,AC,3635,8169.454732369579,5970.261738715922,5297.0184452595895,0,5,CC,200.0,1,BA,1,0,0,200.0,0,INTERNET,8.004769725669053,windows,0,1.0,1
0,0.8,0.6921695943088775,28.0,30,0.0385317708884265,19.980161091849872,AA,669,5311.6249076542745,4390.909949596008,5116.38465304247,6,3,CA,129.0,1,BC,0,1,0,200.0,0,INTERNET,2.069109990002484,other,1,1.0,1
0,0.7000000000000001,0.6952818295630521,75.0,40,0.0204570950226215,-0.4871286669386493,AB,1255,3868.857275012741,4264.336737907464,3792.616862933573,18,6,CA,121.0,1,BC,0,1,1,500.0,0,INTERNET,3.758866878546978,windows,0,1.0,5
0,0.5,0.8767661813881151,36.0,40,0.0026376599933575,102.21903143789665,AA,1792,11731.574385359554,7688.574469610591,5466.801921898456,1473,11,CA,75.0,1,BC,0,1,0,500.0,0,INTERNET,4.202793237612427,linux,1,1.0,2
1,0.6000000000000001,0.8668151128931909,57.0,40,0.0235427411117064,-1.661888081794585,AC,1611,5119.221345937717,3457.4355421048854,3660.977519153454,1,11,CA,156.0,0,BA,0,1,0,1000.0,0,INTERNET,2.4990118897046605,linux,1,1.0,6
0,0.8,0.9010734362354268,189.0,40,0.0112863201359944,-0.7299665710995273,AB,571,4107.029402193976,2888.3414702812734,4293.629498345732,11,6,CA,227.0,0,BB,1,1,0,1500.0,0,INTERNET,2.4791997709348035,other,1,1.0,5
0,0.1,0.6687954319756668,20.0,20,0.0117118322015363,-0.1650633015680268,AC,2361,6437.7713394451575,7389.113903504894,5827.265962845656,0,13,CA,130.0,0,BC,0,1,0,200.0,0,INTERNET,4.985337260092988,linux,0,2.0,2
0,0.8,0.5711669168253053,62.0,30,0.0077754196440968,-1.5507849222026966,AD,2709,4729.177158142992,5853.978853398838,5376.247542382735,11,10,CA,221.0,1,BA,0,1,1,1500.0,0,INTERNET,3.6092770489756494,linux,0,1.0,1
0,0.4,0.3238211226883842,376.0,50,0.0186142154644208,51.07977785605689,AA,1453,5912.7324990102015,4251.567632496945,4338.156261052771,487,4,CA,154.0,1,BB,1,1,0,1500.0,0,INTERNET,1.14716619411982,linux,1,1.0,5
0,0.1,0.9198163104415756,28.0,30,0.0122160011925901,-1.0260835570542368,AC,1712,6664.761328184539,4053.785668351636,5088.176384418161,0,5,CA,130.0,1,BB,0,1,0,200.0,0,INTERNET,6.2590070372470255,windows,1,1.0,1
0,0.1,0.6975236414661614,379.0,40,2.970099067574476,-0.8607557708354546,AC,812,10827.5056916727,6852.527152699189,5368.827664871068,1,2,CB,86.0,1,BA,1,1,0,200.0,0,INTERNET,6.784603974331228,windows,1,1.0,2
